Name	Rune Name	complete	* Laz / status	* Laz / level	server	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*runes	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	eol
Cathedral	Cathedral	1	Zero socketables	53		tors									Gul	r25						pr35		-30	-30	pr186		31	40	pr5		151	200	pr262		101	150	pr0		1311	1311	pr182	sk398	50	20	pr305	sk32	32	32	0
Mirage	Mirage	1	Zero socketables	69		tors									Zod	r33						pr208		11	15	pr3		31	40	pr78		60	60	pr258		30	30	pr104		1	1	pr41		51	60	pr201		1	1	0
Dragonheart	Dragonheart	1	Zero socketables	94		tors									Kra	r41						pr292		-5	-5	pr104		2	2	pr57		50	50	pr142	sk112	112	112	pr13		500	500	pr182	sk777	20	15					0
Erawan	Erawan	1	Zero socketables	115		tors									Nih	r48						pr5		251	300	pr4		11	15	pr78		-10	-10	pr222		11	20	pr108		10	10	pr215		25	25	pr218		25	25	0
Unity	Unity	1	Zero socketables	120		tors									Ghal	r52						pr291		20	20	pr243		75	75	pr244		50	50	pr8		-25	-25	pr104		1	1	pr41		51	60	pr5		251	300	0
Summit	Summit	1	Zero socketables	11		helm									El	r01						pr73		-1	-1	pr58		151	200	pr75		-15	-15	pr193		6	10													0
Cannonball	Cannonball	1	Zero socketables	19		helm									Ral	r08						pr183		1	5	pr78		40	40	pr63		101	150	pr108		5	5	pr126	sk496	1	6	pr182	sk564	5	5					0
Ra	Ra	1	Zero socketables	37		helm									Lum	r17						pr104		1	1	pr78		-10	-10	pr58		51	100	pr209		11	15	pr171		11	20	pr174		11	20	pr87		25	25	0
Alchemy	Alchemy	1	Zero socketables	55		helm									Vex	r26						pr53		21	25	pr204	sk672	1	4	pr53		21	25	pr5		101	150	pr84		25	25	pr57		25	25	pr267		21	30	0
Dreadlord	Dreadlord	1	Zero socketables	75		helm									Lah	r35						pr302		41	50	pr269		41	50	pr204	sk694	1	6	pr285		2	4	pr108		5	5	pr5		201	250	pr126	sk443	25	22	0
Cauldron	Cauldron	1	Zero socketables	106		helm									Yul	r44						pr269		-10	-10	pr126	sk468	20	11	pr104		1	1	pr138	sk125	1221	3663	pr5		201	250									0
Eidolon	Eidolon	1	Zero socketables	120		helm									Taha	r51						pr28		80	80	pr5		251	300	pr104		1	2	pr222		21	30	pr73		4	4	pr41		31	40	pr219		20	20	0
Sphinx	Sphinx	1	Zero socketables	25		circ									Amn	r11						pr212		25	25	pr0		101	150	pr190		11	15	pr67		1	1	pr73		4	4	pr58		101	125					0
Lily	Lily	1	Zero socketables	65		circ									Jah	r31						pr5		6	25	pr53		21	30	pr192		11	20	pr182	sk397	20	5	pr218		11	15	pr104		1	2	pr326		1	1	0
Eulenspiegel	Eulenspiegel	1	Zero socketables	84		circ									Thur	r38						pr302		-50	-50	pr347		20	20	pr128	sk54	15	1	pr291		31	50	pr104		2	2	pr217		21	25	pr216		21	25	0
Wintermute	Wintermute	1	Zero socketables	120		circ									Qor	r53						pr75		-28	-28	pr222		21	30	pr104		2	2	pr207		31	40	pr11		750	750	pr204	sk706	1	9	pr41		31	40	0
Geas	Geas	1	Zero socketables	13		shld									Nef	r04						pr262		41	50	pr221		11	15	pr5		21	40	pr41		15	15	pr39		-90	-90									0
Pharaoh	Pharaoh	1	Zero socketables	27		shld									Sol	r12						pr186		6	10	pr104		1	1	pr7		11	15	pr9		11	15	pr75		-10	-10									0
Nomad	Nomad	1	Zero socketables	43		shld									Lem	r20						pr191		4	8	pr116		40	40	pr5		101	150	pr0		163	163	pr126	sk469	5	44	pr84		40	40	pr58		101	150	0
Goddess	Goddess	1	Zero socketables	63		shld									Ber	r30						pr221		45	45	pr115		1	1	pr0		-150	-150	pr104		2	2	pr75		-10	-10									0
Kodo	Kodo	1	Zero socketables	90		shld									Ath	r40						pr81		-25	-25	pr197	sk600	5	8	pr230		11	15	pr215		11	20	pr5		201	250	pr218		11	20	pr108		10	10	0
WallOfFire	WallOfFire	1	Zero socketables	115		shld									On	r50						pr222		11	20	pr5		251	300	pr218		31	40	pr84		40	40	pr226		500	500	pr215		31	40	pr104		1	1	0
Avatar	Avatar	1	Zero socketables	120		shld									Qor	r53						pr75		45	45	pr5		301	350	pr198	sk680	100	61	pr339		45	45	pr59		31	50	pr104		1	1	pr320		41	50	0
Iblis	Iblis	1	Zero socketables	13		glov									Nef	r04						pr262		1	5	pr43		5	5	pr183		16	20	pr217		10	10	pr73		5	5									0
Mercy	Mercy	1	Zero socketables	29		glov									Shael	r13						pr7		1	10	pr126	sk263	5	14	pr218		11	15	pr0		26	26	pr28		21	30									0
Kali	Kali	1	Zero socketables	45		glov									Pul	r21						pr31		1	1	pr197	sk518	33	6	pr104		2	2	pr0		-214	-214	pr32		10	10	pr182	sk568	124	2					0
Aiwass	Aiwass	1	Zero socketables	69		glov									Zod	r33						pr208		-5	-5	pr354		1	1	pr69		2	2	pr0		93	93	pr182	sk873	78	4	pr215		11	20	pr269		21	25	0
Skald	Skald	1	Zero socketables	94		glov									Kra	r41						pr292		11	15	pr182	sk96	33	3	pr182	sk570	33	3	pr5		201	250	pr87		20	20	pr65		14	18	pr126	sk998	40	6	0
Icarus	Icarus	1	Zero socketables	115		glov									Lai	r49						pr78		80	80	pr5		251	300	pr9		75	75	pr10		75	75	pr31		-20	-20	pr198	sk824	100	62	pr239		101	200	0
Drekavac	Drekavac	1	Zero socketables	120		glov									Taha	r51						pr28		71	90	pr280		1	1	pr137		100	200	pr225	sk75	101	150	pr59		21	40	pr104		1	1	pr258		45	45	0
Rainbow	Rainbow	1	Zero socketables	15		belt									Eth	r05						pr41		11	15	pr207		5	5	pr59		11	15	pr73		2	2													0
Prodigy	Prodigy	1	Zero socketables	33		belt									Hel	r15						pr206		-5	-5	pr183		11	15	pr184		11	15	pr110		21	30	pr62		21	40	pr87		20	20	pr96		100	100	0
Fuse	Fuse	1	Zero socketables	49		belt									Mal	r23						pr39		-30	-30	pr5		101	150	pr128	sk154	25	14	pr31		31	50	pr248	sk8	8	8	pr182	sk564	20	5	pr134		19	93	0
Pulsa Dinura	Pulsa Dinura	1	Zero socketables	72		belt									Sha	r34						pr68		1	1	pr5		151	200	pr126	sk563	2	6	pr192		31	50	pr134		50	150	pr236		21	40	pr258		15	15	0
Truce	Truce	1	Zero socketables	98		belt									Vith	r42						pr53		-5	-5	pr5		301	350	pr4		10	10	pr258		-5	-5	pr208		5	5	pr220		25	25					0
Dyaus Pita	Dyaus Pita	1	Zero socketables	115		belt									On	r50						pr198	sk501	100	19	pr5		201	250	pr215		11	15	pr217		11	15	pr218		11	15									0
Ahriman	Ahriman	1	Zero socketables	120		belt									Ghal	r52						pr291		-5	-5	pr5		301	350	pr187	sk25	200	600	pr41		31	40	pr190		31	50	pr104		1	1	pr75		10	10	0
Epicenter	Epicenter	1	Zero socketables	15		boot									Ith	r06						pr5		6	25	pr153	sk4	4	4	pr198	sk612	100	21	pr14		11	15													0
Outlaw	Outlaw	1	Zero socketables	31		boot									Dol	r14						pr5		51	100	pr237		2	2	pr10		11	15	pr0		-1	-1	pr209		5	5									0
Ginfaxi	Ginfaxi	1	Zero socketables	47		boot									Um	r22						pr217		-5	-5	pr204	sk689	1	4	pr5		51	100	pr208		5	5	pr7		16	20	pr222		11	15					0
Craton	Craton	1	Zero socketables	67		boot									Cham	r32						pr9		-10	-10	pr222		31	40	pr221		11	20	pr126	sk595	5	7	pr108		5	5	pr190		21	25	pr3		16	20	0
Megalith	Megalith	1	Zero socketables	90		boot									Ath	r40						pr5		201	250	pr62		50	50	pr87		25	25	pr7		41	50	pr4		5	5	pr104		1	1	pr182	sk57	15	8	0
Nephilim	Nephilim	1	Zero socketables	115		boot									Nih	r48						pr5		251	300	pr215		21	25	pr218		21	25	pr0		150	150	pr198	sk518	100	51	pr353		50	50					0
Hibagon	Hibagon	1	Zero socketables	120		boot									Qor	r53						pr75		-3	-3	pr5		301	350	pr117	sk823	5	5	pr117	sk824	5	5	pr117	sk825	5	5	pr41		31	40	pr104		1	1	0
StataMater	StataMater	1	Zero socketables	35		azhm									Io	r16						pr216		6	10	pr204	sk566	1	7	pr217		11	15	pr31		100	100	pr171		10	10	pr3		11	15	pr58		101	150	0
Amaterasu	Amaterasu	1	Zero socketables	51		azhm									Ist	r24						pr10		40	40	pr204	sk632	1	9	pr183		21	25	pr67		1	2	pr73		5	5	pr58		201	250	pr43		2	5	0
Siegfried	Siegfried	1	Zero socketables	65		azhm									Jah	r31						pr5		126	175	pr8		50	50	pr41		21	25	pr187	sk250	333	1000	pr57		40	40	pr204	sk698	1	8	pr108		10	10	0
Lohengrin	Lohengrin	1	Zero socketables	98		azhm									Vith	r42						pr117	1849	1	2	pr117	1850	1	2	pr117	1851	1	2	pr349		40	40	pr28		101	150	pr205	sk126	1	1	pr343		1	1	0
Unicorn	Unicorn	1	Zero socketables	120		azhm									Ghal	r52						pr291		16	20	pr67		3	5	pr87		40	40	pr263		6	8	pr306		10	10	pr294		15	20					0
Edda	Edda	1	Zero socketables	33		azsd									Hel	r15						pr206		6	10	pr87		15	15	pr12		11	20	pr67		1	1	pr75		-15	-15	pr183		11	15					0
Lion	Lion	1	Zero socketables	75		azsd									Lah	r35						pr219		18	27	pr57		20	20	pr16		1	1	pr73		2	2	pr223		21	30	pr5		151	200	pr81		40	40	0
Eloi	Eloi	1	Zero socketables	98		azsd									Vith	r42						pr53		20	20	pr204	sk668	11	27	pr5		201	250	pr269		11	15	pr4		10	10	pr10		-25	-25	pr193		5	5	0
Nix	Nix	1	Zero socketables	115		azsd									Nih	r48						pr238		15	15	pr5		301	350	pr204	sk703	22	29	pr185		41	50	pr216		25	25	pr204	sk397	1	3	pr117	1564	10	10	0
Ea2	Ea2	1	Zero socketables	120		azsd									Ghal	r52						pr291		26	45	pr67		2	2	pr5		201	250	pr75		-20	-20	pr87		60	60	pr348		41	60	pr78		40	40	0
Afrit	Afrit	1	Zero socketables	29		ishd									Shael	r13						pr7		-20	-20	pr204	sk525	1	9	pr206		11	20	pr87		15	15	pr59		21	40	pr3		3	5					0
Rahab	Rahab	1	Zero socketables	41		ishd									Fal	r19						pr8		5	5	pr204	sk353	1	4	pr66		2	4	pr221		11	15	pr5		51	100	pr7		15	15	pr126	sk473	10	4	0
Ligeia	Ligeia	1	Zero socketables	59		ishd									Lo	r28						pr35		30	30	pr197	sk62	25	13	pr198	sk569	100	34	pr204	sk695	11	14	pr41		40	40	pr39		-90	-90	pr204	sk691	11	14	0
Dar-Al-Harb	Dar-Al-Harb	1	Zero socketables	81		ishd									Ix	r37						pr87		15	15	pr248	sk16	16	16	pr249	sk16	16	16	pr325		25	25	pr122		3	4	pr204	sk401	19	22	pr204	sk1021	16	19	0
Scorched Earth	Scorched Earth	1	Zero socketables	120		ishd									Taha	r51						pr28		31	80	pr126	sk632	33	59	pr134		250	500	pr183		41	50	pr220		75	75	pr5		301	350	pr190		31	50	0
Algiz	Algiz	1	Zero socketables	21		phlm									Ort	r09						pr135		1	40	pr222		11	15	pr126	sk540	10	4	pr108		5	5	pr215		10	10	pr218		10	10					0
Nasrudin	Nasrudin	1	Zero socketables	41		phlm									Fal	r19						pr8		31	40	pr5		101	150	pr257		50	50	pr87		-20	-20	pr84		-20	-20	pr58		101	150	pr204	sk690	3	9	0
Sagarmatha	Sagarmatha	1	Zero socketables	78		phlm									Kur	r36						pr5		101	150	pr108		10	10	pr137	sk50	150	400	pr35		51	70	pr126	sk571	35	9	pr182	sk828	50	12					0
Morthwyrtha	Morthwyrtha	1	Zero socketables	102		phlm									No	r43						pr84		-20	-20	pr71		3	4	pr204	sk563	1	3	pr289		2	2	pr269		31	40	pr302		41	50	pr204	sk416	31	34	0
Wodziwob	Wodziwob	1	Zero socketables	120		phlm									Qor	r53						pr75		-3	-3	pr126	sk708	100	23	pr185		31	50	pr99		100	100	pr110		250	250	pr12		21	25	pr266		5	5	0
Enmerkar	Enmerkar	1	Zero socketables	37		basd									Lum	r17						pr5		101	150	pr219		11	20	pr350		51	70	pr71		1	1	pr182	sk449	10	6									0
Warpath	Warpath	1	Zero socketables	57		basd									Ohm	r27						pr5		151	200	pr218		10	10	pr126	sk542	10	4	pr140		50	150	pr108		10	10	pr84		20	20					0
Gauntlet	Gauntlet	1	Zero socketables	87		basd									Nas	r39						pr267		-10	-10	pr126	sk500	33	3	pr212		201	250	pr192		51	100	pr16		-10	-10	pr5		151	200	pr107		100	100	0
Huracan	Huracan	1	Zero socketables	106		basd									Yul	r44						pr5		251	300	pr126	sk498	15	7	pr41		50	50	pr187		1	1000	pr57		40	40	pr39		-50	-50	pr204	sk58	22	26	0
E-Engur-A	E-Engur-A	1	Zero socketables	120		basd									Ghal	r52						pr5		301	350	pr291		-5	-5	pr190		50	50	pr211		2	5	pr59		51	100	pr341		100	100	pr71		3	3	0
Nezha	Nezha	1	Zero socketables	39		pelt									Ko	r18						pr5		101	150	pr216		10	10	pr57		20	20	pr12		11	20	pr59		21	40	pr121		1	1	pr266		5	5	0
Natha	Natha	1	Zero socketables	59		pelt									Lo	r28						pr33		-30	-30	pr5		101	150	pr127	sk492	10	2	pr96		31	50	pr57		20	20	pr81		50	50	pr4		10	10	0
Norma	Norma	1	Zero socketables	84		pelt									Thur	r38						pr302		-50	-50	pr294		21	25	pr234		21	30	pr5		201	250	pr121		2	2	pr87		15	15	pr204	sk997	4	8	0
Grove	Grove	1	Zero socketables	110		pelt									Thai	r45						pr41		16	25	pr233		21	30	pr108		10	10	pr215		20	20	pr216		20	20	pr117	sk803	11	20	pr204	sk634	1	5	0
Slyph	Slyph	1	Zero socketables	120		pelt									Ghal	r52						pr5		301	350	pr4		5	5	pr186		31	50	pr121		2	2	pr269		31	40	pr267		41	60	pr329		3	5	0
Cube	Cube	1	Zero socketables	35		head									Io	r16						pr216		-5	-5	pr244		20	20	pr245		10	10	pr5		101	150	pr69		1	1	pr58		31	50					0
Warlock	Warlock	1	Zero socketables	53		head									Gul	r25						pr35		-45	-45	pr5		101	150	pr126	sk451	50	12	pr204	sk324	3	8	pr31		30	30	pr66		9	13	pr108		21	25	0
Nahual	Nahual	1	Zero socketables	78		head									Kur	r36						pr5		201	250	pr204	sk362	4	14	pr204	sk364	2	12	pr227		21	40	pr104		2	2	pr190		31	40	pr128	sk513	10	4	0
Quimbanda	Quimbanda	1	Zero socketables	110		head									Xar	r47						pr227		-2	-2	pr275		31	50	pr69		2	2	pr87		40	40	pr204	sk683	1	4	pr267		21	25	pr204	sk22	1	4	0
Wyrm2	Wyrm2	1	Zero socketables	120		head									Taha	r51						pr5		301	350	pr28		31	80	pr108		21	25	pr138	sk250	5120	10240	pr204	sk965	21	25	pr215		31	40	pr216		31	40	0
Ilmatar	Ilmatar	1	Zero socketables	23		pzhm									Thul	r10						pr184		5	5	pr126	sk999	25	7	pr68		1	1	pr53		11	15	pr7		21	25	pr8		21	25	pr10		21	25	0
Hierodule	Hierodule	1	Zero socketables	53		pzhm									Gul	r25						pr35		-30	-30	pr205	sk97	1	1	pr298		1	1	pr68		1	1	pr87		20	20	pr184		11	15	pr206		11	15	0
Crusade	Crusade	1	Zero socketables	81		pzhm									Ix	r37						pr87		-15	-15	pr126	sk712	5	3	pr204	sk360	6	12	pr204	sk357	6	12	pr221		45	45	pr5		101	150	pr7		21	30	0
Surya	Surya	1	Zero socketables	110		pzhm									Rha	r46						pr5		201	250	pr204	sk698	1	12	pr58		333	333	pr73		4	4	pr31		41	50	pr204	sk360	1	4	pr219		11	15	0
Malakbel	Malakbel	1	Zero socketables	120		pzhm									Qor	r53						pr75		-13	-13	pr117	sk1206	2	2	pr31		100	100	pr68		2	2	pr87		10	10	pr248	sk16	16	16	pr198	sk501	100	41	0
Asmodai	Asmodai	1	Zero socketables	31		ashd									Dol	r14						pr110		11	20	pr192		11	20	pr58		32	32	pr27		11	20	pr197	sk839	5	4	pr238		21	25					0
Sangreal	Sangreal	1	Zero socketables	59		ashd									Lo	r28						pr33		-30	-30	pr0		33	33	pr277		1	1	pr125	sk297	1	1	pr57		25	25	pr81		25	25	pr16		-10	-10	0
Zohar	Zohar	1	Zero socketables	69		ashd									Zod	r33						pr208		20	20	pr204	sk676	1	7	pr5		151	200	pr28		151	200	pr193		11	15	pr57		20	20	pr266		6	10	0
Asclepion	Asclepion	1	Zero socketables	110		ashd									Rha	r46						pr204	sk358	26	34	pr258		15	15	pr84		30	30	pr305	sk48	48	48	pr68		1	2	pr41		25	25	pr39		75	75	0
Amaymon	Amaymon	1	Zero socketables	120		ashd									Taha	r51						pr28		181	230	pr114		10	10	pr204	sk420	4	13	pr269		41	50	pr267		51	75	pr41		100	100	pr117	sk1052	25	25	0
Demeter	Demeter	1	Zero socketables	49		stor									Mal	r23						pr5		101	150	pr39		20	20	pr204	sk120	12	15	pr174		31	40	pr70		2	2	pr3		11	20					0
Curandera	Curandera	1	Zero socketables	61		stor									Sur	r29						pr5		101	150	pr70		2	2	pr305	sk48	48	48	pr4		16	20	pr41		11	15									0
Astarte	Astarte	1	Zero socketables	72		stor									Sha	r34						pr5		151	200	pr57		25	25	pr204	sk756	1	5	pr351		151	200	pr27		151	200	pr220		250	250	pr204	sk1011	1	5	0
Oracle	Oracle	1	Zero socketables	90		stor									Ath	r40						pr5		201	250	pr70		3	4	pr12		31	50	pr87		40	40	pr144	sk480	480	480	pr0		500	500					0
Vanity	Vanity	1	Zero socketables	110		stor									Xar	r47						pr5		251	300	pr58		301	400	pr59		31	50	pr70		3	5	pr8		51	100	pr10		51	100	pr227		-2	-2	0
Comaetho	Comaetho	1	Zero socketables	115		stor									On	r50						pr5		251	300	pr266		5	5	pr70		2	2	pr309		31	50	pr352		50	50	pr208		10	10					0
Venefica	Venefica	1	Zero socketables	120		stor									Qor	r53						pr75		-8	-8	pr5		301	350	pr251	sk32	32	32	pr70		4	5	pr280		1	1	pr209		21	25	pr262		201	250	0
Dawn	Dawn	1	One socketable	11		weap									El	jew	r01					pr29		31	60	pr58		31	60	pr219		10	10	pr197	sk496	5	7	pr81		15	15	pr96		101	150	pr73		1	1	0
Shark	Shark	1	One socketable	17		weap									Tal	jew	r07					pr145	sk16	16	16	pr29		41	60	pr197	sk600	6	9	pr230		11	15	pr57		20	20	pr107		33	33	pr11		-1	-1	0
Enyo	Enyo	1	One socketable	31		weap									Dol	jew	r14					pr27		21	40	pr333		20	20	pr126	sk347	15	13	pr29		121	160	pr220		125	125	pr104		1	1	pr117	sk712	21	25	0
Azrael	Azrael	1	One socketable	45		weap									Pul	jew	r21					pr31		26	26	pr197	sk518	33	13	pr13		101	200	pr29		151	180	pr66		6	13	pr276		50	50	pr258		40	40	0
Void	Void	1	One socketable	59		weap									Lo	jew	r28					pr35		40	40	pr29		101	125	pr114		33	33	pr3		11	15	pr327		21	25	pr117	sk798	10	10	pr140		25	50	0
Oblivion	Oblivion	1	One socketable	75		weap									Lah	jew	r35					pr219		7	7	pr145	sk48	48	48	pr126	sk1002	25	32	pr29		201	250	pr332		15	15	pr186		31	40	pr182	sk459	17	20	0
Berith	Berith	1	One socketable	98		weap									Vith	jew	r42					pr53		20	20	pr246		100	100	pr58		666	666	pr29		201	250	pr257		50	50	pr221		21	25	pr222		11	15	0
Gehenna	Gehenna	1	One socketable	110		weap									Xar	jew	r47					pr227		23	23	pr29		251	300	pr126	sk703	25	27	pr137	sk250	750	1000	pr138	sk125	3072	4096	pr75		-33	-33	pr331		50	50	0
Triune	Triune	1	One socketable	120		weap									Qor	jew	r53					pr75		-8	-8	pr29		201	250	pr187		333	1666	pr28		333	333	pr368		66	66	pr214		201	400	pr182	sk416	39	10	0
Banshee	Banshee	1	One socketable	13		bow									Tir	jew	r03					pr29		31	60	pr127	sk459	1	6	pr145	sk32	32	32	pr78		20	20	pr137	sk75	20	50	pr49		11	15	pr197	sk712	5	8	0
Shockwave	Shockwave	1	One socketable	27		bow									Sol	jew	r12					pr29		101	125	pr197	sk263	100	16	pr114		11	15	pr108		11	15	pr8		21	40	pr10		21	40	pr28		41	60	0
Balance	Balance	1	One socketable	47		bow									Um	jew	r22					pr217		-5	-5	pr243		30	30	pr241		15	15	pr8		15	15	pr222		11	15	pr223		41	50	pr29		101	150	0
Hive	Hive	1	One socketable	63		bow									Ber	jew	r30					pr221		15	15	pr29		151	200	pr28		51	100	pr197	sk779	25	6	pr138	sk250	3072	4608	pr305	sk32	32	32	pr57		-15	-15	0
Phantom	Phantom	1	One socketable	87		bow									Nas	jew	r39					pr267		-10	-10	pr127	sk998	50	15	pr29		251	300	pr190		51	100	pr12		50	50	pr115		1	1	pr297		11	17	0
Curse	Curse	1	One socketable	115		bow									Nih	jew	r48					pr238		15	15	pr127	sk525	15	18	pr197	sk563	25	21	pr215		25	25	pr29		251	300	pr145	sk96	96	96	pr222		21	25	0
Typhaon	Typhaon	1	One socketable	120		bow									Ghal	jew	r52					pr29		301	350	pr127	sk492	25	11	pr246		50	50	pr41		31	40	pr57		40	40	pr78		60	60	pr28		301	500	0
Thammuz	Thammuz	1	One socketable	13		xbow									Nef	jew	r04					pr262		-15	-15	pr29		31	60	pr197	sk809	25	6	pr13		111	111	pr134		6	33	pr57		25	25	pr197	sk530	25	6	0
Python	Python	1	One socketable	35		xbow									Io	jew	r16					pr216		16	20	pr215		21	25	pr29		101	150	pr145	sk48	48	48	pr14		21	25	pr197	sk330	33	14	pr66		16	19	0
Cyclops	Cyclops	1	One socketable	61		xbow									Sur	jew	r29					pr239		75	75	pr29		151	200	pr28		201	300	pr127	sk443	5	48	pr184		31	40	pr57		50	50	pr114		25	25	0
Tartarus	Tartarus	1	One socketable	106		xbow									Yul	jew	r44					pr29		301	350	pr197	sk340	10	21	pr145	sk128	128	128	pr337		-10	-10	pr259		100	100	pr192		101	150	pr215		41	50	0
Araboth	Araboth	1	One socketable	120		xbow									Thai	jew	r45					pr29		301	350	pr28		301	400	pr204	sk636	1	9	pr99		101	150	pr190		31	50	pr73		2	2	pr53		41	50	0
Cheetah	Cheetah		One socketable	11		thro									Eld	jew	r02					pr96		75	75	pr29		31	60	pr78		30	30	pr269		11	20	pr296		6	10	pr302		21	50	pr197	sk513	5	9	0
Chrysopelea	Chrysopelea		One socketable	23		thro									Thul	jew	r10					pr185		-5	-5	pr29		51	100	pr27		31	40	pr197	sk469	15	29	pr174		11	20	pr262		21	40	pr154	sk16	16	16	0
Dajjal	Dajjal		One socketable	43		thro									Lem	jew	r20					pr191		8	8	pr197	sk564	3	8	pr29		151	200	pr145	sk48	48	48	pr326		3	5	pr57		40	40	pr81		40	40	0
Manitou	Manitou		One socketable	63		thro									Ber	jew	r30					pr29		201	250	pr197	sk386	50	52	pr183		21	25	pr28		101	200	pr190		50	50	pr71		2	2	pr141	sk320	320	320	0
Myriad	Myriad		One socketable	90		thro									Ath	jew	r40					pr29		201	250	pr321	sk16	16	16	pr197	sk779	10	12	pr27		101	150	pr57		50	50	pr181		1	1	pr108		11	15	0
Naiad	Naiad		One socketable	115		thro									Lai	jew	r49					pr29		301	350	pr197	sk702	25	8	pr114		25	25	pr221		50	50	pr198	sk828	100	47	pr96		200	200					0
Burlesque	Burlesque		One socketable	120		thro									Taha	jew	r51					pr291		41	50	pr29		301	350	pr28		311	360	pr197	sk314	25	58	pr206		21	25	pr53		21	25	pr325		100	100	0
Kingsblood2	Kingsblood2	1	One socketable	45		knif						tkni			Vex	jew	r26					pr191		10	10	pr29		201	250	pr27		50	50	pr190		31	40	pr104		1	1	pr73		2	2	pr66		6	12	0
Endor	Endor	1	One socketable	65		scyh									Jah	jew	r31					pr29		126	175	pr28		101	200	pr126	sk387	50	17	pr126	sk330	5	19	pr185		31	40	pr186		31	40	pr204	sk673	1	4	0
Urada	Urada	1	One socketable	110		swor									Rha	jew	r46					pr0		811	811	pr29		251	300	pr117	sk1092	25	25	pr135		1	1101	pr190		1	11	pr57		30	30	pr108		11	11	0
Sabertooth	Sabertooth	1	One socketable	115		axe									Nih	jew	r48					pr29		251	300	pr204	sk689	1	9	pr7		75	75	pr66		9	17	pr221		15	20	pr296		100	100	pr321	sk64	64	64	0
Seed of Conflict	Seed of Conflict	1	One socketable	115		scyh									Lai	jew	r49					pr29		251	300	pr28		201	250	pr222		20	20	pr126	sk712	10	9	pr192		101	150	pr110		101	150	pr69		2	4	0
Myrmidon	Myrmidon	1	One socketable	57		spea									Sur	jew	r29					pr218		20	20	pr29		151	200	pr145	sk96	96	96	pr216		20	20	pr204	sk666	1	4	pr222		21	40	pr75		15	15	0
Demhe	Demhe	1	One socketable	69		mace						hamm			Zod	jew	r33					pr480		-5	-5	pr29		301	350	pr28		151	200	pr126	sk398	25	50	pr331		21	25	pr327		101	150	pr220		125	125	0
Calypso	Calypso	1	One socketable	81		hamm									Ix	jew	r37					pr57		30	30	pr29		251	300	pr197	sk702	33	21	pr238		21	25	pr126	sk459	5	23	pr137	sk75	1500	2000	pr140		75	150	0
Pax Mystica	Pax Mystica	1	One socketable	13		staf									Nef	jew	r04					pr262		-15	-15	pr204	sk346	1	1	pr41		11	15	pr104		1	1	pr59		21	25									0
Hadad	Hadad	1	One socketable	25		staf									Amn	jew	r11					pr212		-25	-25	pr128	sk669	5	13	pr104		2	2	pr249	sk16	16	16	pr208		11	15	pr204	sk680	1	4					0
Summanus	Summanus	1	One socketable	41		staf									Fal	jew	r19					pr8		50	50	pr10		25	25	pr104		2	2	pr126	sk999	5	17	pr29		101	150	pr28		101	150	pr57		40	40	0
Akhenaten	Akhenaten	1	One socketable	57		staf									Ohm	jew	r27					pr218		15	15	pr104		3	4	pr87		20	20	pr183		41	50	pr186		41	50	pr329		21	25	pr341		50	50	0
Aes Dana	Aes Dana	1	One socketable	78		staf									Kur	jew	r36					pr81		15	15	pr78		45	45	pr121		5	7	pr269		41	50	pr342		1	1	pr12		40	40	pr300		50	50	0
Elverfolk	Elverfolk	1	One socketable	106		staf									Yul	jew	r44					pr269		-10	-10	pr291		51	100	pr104		6	8	pr309		41	60	pr41		31	50	pr1		750	750	pr217		21	30	0
Erilaz	Erilaz	1	One socketable	120		staf									Taha	jew	r51					pr0		1000	1000	pr222		41	50	pr70		6	8	pr275		41	60	pr75		-20	-20	pr81		40	40	pr87		60	60	0
